Sample.IDs,scientific_name,study_title,High.level.variety,High.level.tissue,High.level.age,High.level.stress.disease,Variety,Tissue,Age,Stress.disease,Comments,DOI,Intermediate,Intermediate_Stress_merged_control,Intermediate_Stress
ERR1201772,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201771,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201770,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201769,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305277,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201768,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201767,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201766,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201765,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201764,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201763,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201762,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201761,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201760,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201759,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305287,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201758,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201757,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201756,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201755,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201754,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201753,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201752,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201751,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201750,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201749,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305289,Triticum aestivum,ERP003465,other,spike,reproductive,disease,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR3822112,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,none,Chara,coleoptile,3 days,mock inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,No stress control,Fusarium pseudograminearum control study2
SRR3822110,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,disease,Chara,coleoptile,3 days,Fusarium pseudograminearum inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,Fusarium pseudograminearum study2,Fusarium pseudograminearum study2
SRR3822108,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,disease,Chara,coleoptile,3 days,Fusarium pseudograminearum inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,Fusarium pseudograminearum study2,Fusarium pseudograminearum study2
SRR3822106,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,disease,Chara,coleoptile,3 days,Fusarium pseudograminearum inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,Fusarium pseudograminearum study2,Fusarium pseudograminearum study2
SRR3822104,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,none,Chara,coleoptile,3 days,mock inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,No stress control,Fusarium pseudograminearum control study2
SRR3822102,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,none,Chara,coleoptile,3 days,mock inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,No stress control,Fusarium pseudograminearum control study2
SRR3822100,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,none,Chara,coleoptile,3 days,mock inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,No stress control,Fusarium pseudograminearum control study2
SRR3822098,Triticum aestivum,SRP078208,other,leaves/shoots,seedling,disease,Chara,coleoptile,3 days,Fusarium pseudograminearum inoculation 36 hours,NA,https://doi.org/10.1093/aob/mcw207,seedling aerial tissues,Fusarium pseudograminearum study2,Fusarium pseudograminearum study2
ERR1360193,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360192,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR305295,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1360191,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360190,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360189,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360188,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360187,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360186,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae symptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360185,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360184,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360183,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360182,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR305321,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1360181,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360180,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360179,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
ERR1360178,Triticum aestivum,ERP015130,other,leaves/shoots,reproductive,disease,unknown (Bangladesh),leaf,grain filling,Magnaporthe oryzae asymptomatic,NA,https://doi.org/10.1186/s12915-016-0309-7,flag leaf,NA,NA
SRR3098735,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098734,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098733,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Gemmiza 10,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3098732,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Gemmiza 10,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3098731,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098730,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
DRR003159,Triticum aestivum,DRP000768,Chinese Spring,leaves/shoots,vegetative,abiotic,Chinese Spring,shoots,24 days,Phosphorous starvation 10 days,NA,doi: 10.1186/1471-2164-14-77,vegetative aerial tissues,Phosphorous starvation 10 d shoots,Phosphorous starvation 10 d shoots
ERR305313,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR3098729,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098728,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098727,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098726,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3098725,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Giza 168,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3098724,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Giza 168,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3089153,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089152,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089151,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Gemmiza 10,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3089150,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Gemmiza 10,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
ERR305323,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR3089149,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089148,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089147,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089146,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Giza 168,leaf,9 days,PEG 6000 2 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089145,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089144,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,abiotic,Gemmiza 10,leaf,9 days,PEG 6000 12 hours,NA,can't find manuscript,seedling aerial tissues,PEG 6000,PEG 6000
SRR3089143,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Giza 168,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3089142,Triticum aestivum,SRP068165,other,leaves/shoots,seedling,none,Giza 168,leaf,9 days,none,NA,can't find manuscript,seedling aerial tissues,No stress control,PEG 6000 control
SRR3090695,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM ABA inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090694,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM ABA inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
ERR305305,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR3090693,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM ABA inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090692,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM ABA inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090691,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM ABA inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090690,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM giberellic acid inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090689,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM giberellic acid inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090580,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM giberellic acid inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090579,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM giberellic acid inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090578,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum and 1mM giberellic acid inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090577,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090574,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
ERR305282,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR3090007,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3090006,Triticum aestivum,SRP068156,other,spike,reproductive,disease,Fielder,spikelets,anthesis,Fusarium graminearum inoculation 24 hours,NA,http://dx.doi.org/10.1094/PHYTO-01-16-0033-R,spikelets,NA,NA
SRR3068482,Triticum aestivum,SRP067916,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,flag leaf,30 dpa,none,NA,can't find manuscript,flag leaf,NA,NA
SRR3068481,Triticum aestivum,SRP067916,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,flag leaf,25 dpa,none,NA,can't find manuscript,flag leaf,NA,NA
SRR3068477,Triticum aestivum,SRP067916,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,flag leaf,15 dpa,none,NA,can't find manuscript,flag leaf,NA,NA
SRR3068439,Triticum aestivum,SRP067916,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,flag leaf,anthesis,none,NA,can't find manuscript,flag leaf,NA,NA
SRR3068387,Triticum aestivum,SRP067916,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,flag leaf,Ear emergence,none,NA,can't find manuscript,flag leaf,NA,NA
ERR305303,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL1 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR2584370,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,first visible karyokinesis,tissue culture following 10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584369,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,first visible karyokinesis,tissue culture following 10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584352,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,first visible karyokinesis,tissue culture following 10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584351,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,enlarged microspores with a star-like structure,10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584349,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,enlarged microspores with a star-like structure,10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584347,Triticum aestivum,SRP064598,other,spike,reproductive,abiotic,Svilena,microspores,enlarged microspores with a star-like structure,10 days cold treatment,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584341,Triticum aestivum,SRP064598,other,spike,reproductive,none,Svilena,microspores,late vacuolated uninucleate stage,none,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
ERR305332,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR2584319,Triticum aestivum,SRP064598,other,spike,reproductive,none,Svilena,microspores,late vacuolated uninucleate stage,none,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
SRR2584304,Triticum aestivum,SRP064598,other,spike,reproductive,none,Svilena,microspores,late vacuolated uninucleate stage,none,NA,http://doi.org/10.1186/s12870-016-0782-8,microspores,NA,NA
ERR789103,Triticum aestivum,ERP009837,other,leaves/shoots,seedling,disease,Riband,second leaf,17 days,Zymoseptoria tritici inoculation 1 day,NA,http:/dx.doi.org/10.1104/pp.114.255927,seedling aerial tissues,Zymoseptoria tritici,Zymoseptoria tritici
