group_id,family_name,origin,chrs,cardinality_formal,cardinality_abs,A,B,D,synteny,TE,HC.LC,source
1855,OG0018710,ABD,4,1:1:1,1:1:1,TraesCS4A01G302400,TraesCS4B01G011400,TraesCS4D01G009500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
1859,OG0018706,ABD,7,1:1:1,1:1:1,TraesCS7A01G202600,TraesCS7B01G109600,TraesCS7D01G205900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
1864,OG0018682,ABD,4,1:1:1,1:1:1,TraesCS4A01G046300,TraesCS4B01G259900,TraesCS4D01G258600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1868,OG0018654,ABD,1,1:1:1,1:1:1,TraesCS1A01G114100,TraesCS1B01G134400,TraesCS1D01G115800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1869,OG0018695,ABD,1,1:1:1,1:1:1,TraesCS1A01G051700,TraesCS1B01G068500,TraesCS1D01G053700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1870,OG0018697,ABD,3,1:1:1,1:1:1,TraesCS3A01G011000,TraesCS3B01G014000,TraesCS3D01G000700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1872,OG0018639,ABD,2,1:1:1,1:1:1,TraesCS2A01G301400,TraesCS2B01G317500,TraesCS2D01G300000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1883,OG0018615,ABD,5,1:1:1,1:1:1,TraesCS5A01G305900,TraesCS5B01G306300,TraesCS5D01G312900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1886,OG0018671,ABD,7,1:1:1,1:1:1,TraesCS7A01G213800,TraesCS7B01G121100,TraesCS7D01G215900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1894,OG0018648,ABD,2,1:1:1,1:1:1,TraesCS2A01G401700,TraesCS2B01G419800,TraesCS2D01G399100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1898,OG0018659,ABD,4,1:1:1,1:1:1,TraesCS4A01G302100,TraesCS4B01G012200,TraesCS4D01G010300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1904,OG0018652,ABD,1,1:1:1,1:1:1,TraesCS1A01G429000,TraesCS1B01G463800,TraesCS1D01G438500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1909,OG0018629,ABD,4,1:1:1,1:1:1,TraesCS4A01G237700,TraesCS4B01G077400,TraesCS4D01G075800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1922,OG0018557,ABD,45,1:1:1,1:1:1,TraesCS5A01G540700,TraesCS4B01G373500,TraesCS4D01G363800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1924,OG0018537,ABD,5,1:1:1,1:1:1,TraesCS5A01G172900,TraesCS5B01G170300,TraesCS5D01G177400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1926,OG0018559,ABD,3,1:1:1,1:1:1,TraesCS3A01G318200,TraesCS3B01G347700,TraesCS3D01G313000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1938,OG0018475,ABD,2,1:1:1,1:1:1,TraesCS2A01G392500,TraesCS2B01G410700,TraesCS2D01G390600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
1941,OG0018554,ABD,2,1:1:1,1:1:1,TraesCS2A01G523000,TraesCS2B01G552700,TraesCS2D01G524900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
1942,OG0018478,ABD,2,1:1:1,1:1:1,TraesCS2A01G100700,TraesCS2B01G117900,TraesCS2D01G100200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1945,OG0018528,ABD,3,1:1:1,1:1:1,TraesCS3A01G352300,TraesCS3B01G384900,TraesCS3D01G346300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1952,OG0018459,ABD,7,1:1:1,1:1:1,TraesCS7A01G385000,TraesCS7B01G288000,TraesCS7D01G381600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1953,OG0018494,ABD,5,1:1:1,1:1:1,TraesCS5A01G428700,TraesCS5B01G430700,TraesCS5D01G436800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
1955,OG0018487,ABD,4,1:1:1,1:1:1,TraesCS4A01G291200,TraesCS4B01G023000,TraesCS4D01G020600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1958,OG0018414,ABD,2,1:1:1,1:1:1,TraesCS2A01G215700,TraesCS2B01G240700,TraesCS2D01G221300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
1965,OG0018607,ABD,6,1:1:1,1:1:1,TraesCS6A01G179700,TraesCS6B01G205600,TraesCS6D01G165300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
1968,OG0018606,ABD,3,1:1:1,1:1:1,TraesCS3A01G104100,TraesCS3B01G122500,TraesCS3D01G106300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1978,OG0018586,ABD,1,1:1:1,1:1:1,TraesCS1A01G277800,TraesCS1B01G286700,TraesCS1D01G277000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1984,OG0018578,ABD,6,1:1:1,1:1:1,TraesCS6A01G096400,TraesCS6B01G124800,TraesCS6D01G087500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
1985,OG0018577,ABD,6,1:1:1,1:1:1,TraesCS6A01G269300,TraesCS6B01G296600,TraesCS6D01G245600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
1986,OG0018426,ABD,1,1:1:1,1:1:1,TraesCS1A01G269800,TraesCS1B01G280300,TraesCS1D01G269900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
1987,OG0018419,ABD,2,1:1:1,1:1:1,TraesCS2A01G533300,TraesCS2B01G562900,TraesCS2D01G535200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
1989,OG0018574,ABD,5,1:1:1,1:1:1,TraesCS5A01G112100,TraesCS5B01G119200,TraesCS5D01G128100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
1990,OG0018572,ABD,3,1:1:1,1:1:1,TraesCS3A01G226300,TraesCS3B01G258200,TraesCS3D01G224300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
1997,OG0018355,ABD,7,1:1:1,1:1:1,TraesCS7A01G463600,TraesCS7B01G364200,TraesCS7D01G451400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2003,OG0018551,ABD,1,1:1:1,1:1:1,TraesCS1A01G355000,TraesCS1B01G366700,TraesCS1D01G355500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2012,OG0018499,ABD,6,1:1:1,1:1:1,TraesCS6A01G068500,TraesCS6B01G092400,TraesCS6D01G066200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2013,OG0018489,ABD,45,1:1:1,1:1:1,TraesCS5A01G525800,TraesCS4B01G356400,TraesCS4D01G350100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2031,OG0018354,ABD,1,1:1:1,1:1:1,TraesCS1A01G007600,TraesCS1B01G011200,TraesCS1D01G000900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
2045,OG0018236,ABD,5,1:1:1,1:1:1,TraesCS5A01G251300,TraesCS5B01G249400,TraesCS5D01G259200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2064,OG0018297,ABD,2,1:1:1,1:1:1,TraesCS2A01G349900,TraesCS2B01G368300,TraesCS2D01G348300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2087,OG0018206,ABD,7,1:1:1,1:1:1,TraesCS7A01G340100,TraesCS7B01G251800,TraesCS7D01G347800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2094,OG0018197,ABD,5,1:1:1,1:1:1,TraesCS5A01G250800,TraesCS5B01G248800,TraesCS5D01G258500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2190,OG0017886,ABD,6,1:1:1,1:1:1,TraesCS6A01G215300,TraesCS6B01G244900,TraesCS6D01G197600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2219,OG0017891,ABD,7,1:1:1,1:1:1,TraesCS7A01G323000,TraesCS7B01G223900,TraesCS7D01G319600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2241,OG0017890,ABD,7,1:1:1,1:1:1,TraesCS7A01G226100,TraesCS7B01G193500,TraesCS7D01G228400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2243,OG0017893,ABD,7,1:1:1,1:1:1,TraesCS7A01G551400,TraesCS7B01G475300,TraesCS7D01G537300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
2248,OG0017878,ABD,5,1:1:1,1:1:1,TraesCS5A01G348300,TraesCS5B01G349500,TraesCS5D01G354500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2253,OG0017860,ABD,3,1:1:1,1:1:1,TraesCS3A01G397300,TraesCS3B01G429200,TraesCS3D01G391100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2258,OG0017855,ABD,3,1:1:1,1:1:1,TraesCS3A01G029400,TraesCS3B01G028000,TraesCS3D01G016200,segmental homeologs,NA,HC-only,"OrthoFinder SO,DAGchainer,i-ADHoRe"
2265,OG0017847,ABD,2,1:1:1,1:1:1,TraesCS2A01G095000,TraesCS2B01G110100,TraesCS2D01G093400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
2266,OG0017854,ABD,3,1:1:1,1:1:1,TraesCS3A01G003000,TraesCS3B01G009700,TraesCS3D01G006600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2269,OG0017841,ABD,1,1:1:1,1:1:1,TraesCS1A01G242700,TraesCS1B01G254200,TraesCS1D01G242700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2270,OG0017850,ABD,2,1:1:1,1:1:1,TraesCS2A01G410300,TraesCS2B01G428900,TraesCS2D01G407600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2272,OG0017845,ABD,1,1:1:1,1:1:1,TraesCS1A01G438100,TraesCS1B01G473100,TraesCS1D01G447200,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe"
2275,OG0017838,ABD,1,1:1:1,1:1:1,TraesCS1A01G094100,TraesCS1B01G122200,TraesCS1D01G102700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2385,OG0017705,ABD,1,1:1:1,1:1:1,TraesCS1A01G338900,TraesCS1B01G351300,TraesCS1D01G341000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2405,OG0017696,ABD,1,1:1:1,1:1:1,TraesCS1A01G402200,TraesCS1B01G431300,TraesCS1D01G409800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2409,OG0017635,ABD,7,1:1:1,1:1:1,TraesCS7A01G366900,TraesCS7B01G261100,TraesCS7D01G355900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2420,OG0017622,ABD,7,1:1:1,1:1:1,TraesCS7A01G443200,TraesCS7B01G342000,TraesCS7D01G432400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2429,OG0017703,ABD,1,1:1:1,1:1:1,TraesCS1A01G443000,TraesCS1B01G477100,TraesCS1D01G451000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2431,OG0017695,ABD,2,1:1:1,1:1:1,TraesCS2A01G547400,TraesCS2B01G578100,TraesCS2D01G548400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2434,OG0017649,ABD,7,1:1:1,1:1:1,TraesCS7A01G459100,TraesCS7B01G359500,TraesCS7D01G447000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2438,OG0017616,ABD,1,1:1:1,1:1:1,TraesCS1A01G428800,TraesCS1B01G463600,TraesCS1D01G438300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
2440,OG0017642,ABD,1,1:1:1,1:1:1,TraesCS1A01G286900,TraesCS1B01G296300,TraesCS1D01G285800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2443,OG0017667,ABD,4,1:1:1,1:1:1,TraesCS4A01G188800,TraesCS4B01G128300,TraesCS4D01G124300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2446,OG0017638,ABD,3,1:1:1,1:1:1,TraesCS3A01G050400,TraesCS3B01G059200,TraesCS3D01G049900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2451,OG0017627,ABD,1,1:1:1,1:1:1,TraesCS1A01G220000,TraesCS1B01G233300,TraesCS1D01G221500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2457,OG0017640,ABD,5,1:1:1,1:1:1,TraesCS5A01G211400,TraesCS5B01G212400,TraesCS5D01G222400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2459,OG0017656,ABD,5,1:1:1,1:1:1,TraesCS5A01G270200,TraesCS5B01G270700,TraesCS5D01G278300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2468,OG0017629,ABD,4,1:1:1,1:1:1,TraesCS4A01G233200,TraesCS4B01G082500,TraesCS4D01G081000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2475,OG0017543,ABD,6,1:1:1,1:1:1,TraesCS6A01G039700,TraesCS6B01G054700,TraesCS6D01G045600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2485,OG0017511,ABD,45,1:1:1,1:1:1,TraesCS4A01G332000,TraesCS5B01G546900,TraesCS5D01G540700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2488,OG0017505,ABD,5,1:1:1,1:1:1,TraesCS5A01G251500,TraesCS5B01G249600,TraesCS5D01G259400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2489,OG0017524,ABD,1,1:1:1,1:1:1,TraesCS1A01G022400,TraesCS1B01G026200,TraesCS1D01G022300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2492,OG0017517,ABD,4,1:1:1,1:1:1,TraesCS4A01G121900,TraesCS4B01G181900,TraesCS4D01G184000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2494,OG0017491,ABD,25,1:1:1,1:1:1,TraesCS5A01G296000,TraesCS2B01G462200,TraesCS2D01G439800,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe"
2498,OG0017495,ABD,5,1:1:1,1:1:1,TraesCS5A01G024700,TraesCS5B01G022400,TraesCS5D01G031000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2508,OG0017465,ABD,3,1:1:1,1:1:1,TraesCS3A01G290500,TraesCS3B01G325300,TraesCS3D01G290400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2510,OG0017549,ABD,6,1:1:1,1:1:1,TraesCS6A01G031300,TraesCS6B01G043900,TraesCS6D01G035500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2511,OG0017483,ABD,5,1:1:1,1:1:1,TraesCS5A01G432200,TraesCS5B01G434300,TraesCS5D01G440200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2513,OG0017533,ABD,6,1:1:1,1:1:1,TraesCS6A01G001200,TraesCS6B01G005800,TraesCS6D01G004500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
2514,OG0017446,ABD,2,1:1:1,1:1:1,TraesCS2A01G192300,TraesCS2B01G214200,TraesCS2D01G195200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2523,OG0017508,ABD,5,1:1:1,1:1:1,TraesCS5A01G355400,TraesCS5B01G357800,TraesCS5D01G363700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2524,OG0017434,ABD,1,1:1:1,1:1:1,TraesCS1A01G332000,TraesCS1B01G345700,TraesCS1D01G334700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2529,OG0017422,ABD,5,1:1:1,1:1:1,TraesCS5A01G449200,TraesCS5B01G456700,TraesCS5D01G455700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2533,OG0017412,ABD,5,1:1:1,1:1:1,TraesCS5A01G166600,TraesCS5B01G163800,TraesCS5D01G171000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2539,OG0017462,ABD,6,1:1:1,1:1:1,TraesCS6A01G241700,TraesCS6B01G282700,TraesCS6D01G223700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2541,OG0017381,ABD,1,1:1:1,1:1:1,TraesCS1A01G401400,TraesCS1B01G429800,TraesCS1D01G408800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
2543,OG0017421,ABD,5,1:1:1,1:1:1,TraesCS5A01G362100,TraesCS5B01G364900,TraesCS5D01G371100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2544,OG0017455,ABD,3,1:1:1,1:1:1,TraesCS3A01G180700,TraesCS3B01G210400,TraesCS3D01G185600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2546,OG0017444,ABD,4,1:1:1,1:1:1,TraesCS4A01G257000,TraesCS4B01G057500,TraesCS4D01G057700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2550,OG0017439,ABD,6,1:1:1,1:1:1,TraesCS6A01G299900,TraesCS6B01G329500,TraesCS6D01G279700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
2552,OG0017431,ABD,3,1:1:1,1:1:1,TraesCS3A01G314000,TraesCS3B01G157900,TraesCS3D01G140400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2564,OG0017360,ABD,6,1:1:1,1:1:1,TraesCS6A01G011700,TraesCS6B01G017900,TraesCS6D01G014600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2569,OG0017420,ABD,4,1:1:1,1:1:1,TraesCS4A01G188500,TraesCS4B01G127800,TraesCS4D01G124900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2575,OG0017356,ABD,6,1:1:1,1:1:1,TraesCS6A01G298700,TraesCS6B01G328100,TraesCS6D01G278400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
2576,OG0017339,ABD,2,1:1:1,1:1:1,TraesCS2A01G525900,TraesCS2B01G556000,TraesCS2D01G528700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2578,OG0017335,ABD,2,1:1:1,1:1:1,TraesCS2A01G005600,TraesCS2B01G016400,TraesCS2D01G006100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2582,OG0017389,ABD,2,1:1:1,1:1:1,TraesCS2A01G306000,TraesCS2B01G322700,TraesCS2D01G304400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2585,OG0017594,ABD,2,1:1:1,1:1:1,TraesCS2A01G443400,TraesCS2B01G464500,TraesCS2D01G442600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2593,OG0017610,ABD,2,1:1:1,1:1:1,TraesCS2A01G524800,TraesCS2B01G554800,TraesCS2D01G527700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
2602,OG0017586,ABD,3,1:1:1,1:1:1,TraesCS3A01G495200,TraesCS3B01G557000,TraesCS3D01G502300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
2605,OG0017585,ABD,3,1:1:1,1:1:1,TraesCS3A01G011600,TraesCS3B01G014600,TraesCS3D01G000100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2616,OG0017576,ABD,6,1:1:1,1:1:1,TraesCS6A01G025300,TraesCS6B01G036100,TraesCS6D01G029000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2621,OG0017577,ABD,2,1:1:1,1:1:1,TraesCS2A01G534000,TraesCS2B01G564300,TraesCS2D01G536300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2631,OG0017542,ABD,6,1:1:1,1:1:1,TraesCS6A01G080400,TraesCS6B01G107900,TraesCS6D01G073900,segmental homeologs,NA,HC-only,"OrthoFinder SO,DAGchainer,i-ADHoRe,MCScanX"
2632,OG0017545,ABD,3,1:1:1,1:1:1,TraesCS3A01G472900,TraesCS3B01G516100,TraesCS3D01G468700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2639,OG0017516,ABD,5,1:1:1,1:1:1,TraesCS5A01G074100,TraesCS5B01G080500,TraesCS5D01G087800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2642,OG0017509,ABD,5,1:1:1,1:1:1,TraesCS5A01G308500,TraesCS5B01G308900,TraesCS5D01G315500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2645,OG0017500,ABD,3,1:1:1,1:1:1,TraesCS3A01G082600,TraesCS3B01G097700,TraesCS3D01G083500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2646,OG0017487,ABD,2,1:1:1,1:1:1,TraesCS2A01G246400,TraesCS2B01G270700,TraesCS2D01G248800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
2650,OG0017479,ABD,4,1:1:1,1:1:1,TraesCS4A01G201900,TraesCS4B01G106100,TraesCS4D01G102800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2653,OG0017471,ABD,4,1:1:1,1:1:1,TraesCS4A01G216600,TraesCS4B01G094800,TraesCS4D01G091600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2657,OG0017442,ABD,45,1:1:1,1:1:1,TraesCS5A01G517800,TraesCS4B01G349200,TraesCS4D01G343900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2659,OG0017435,ABD,1,1:1:1,1:1:1,TraesCS1A01G273200,TraesCS1B01G283100,TraesCS1D01G273300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2661,OG0017394,ABD,3,1:1:1,1:1:1,TraesCS3A01G301000,TraesCS3B01G335500,TraesCS3D01G300800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2663,OG0017396,ABD,3,1:1:1,1:1:1,TraesCS3A01G397100,TraesCS3B01G429100,TraesCS3D01G391000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2673,OG0017350,ABD,3,1:1:1,1:1:1,TraesCS3A01G145200,TraesCS3B01G172300,TraesCS3D01G154100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2684,OG0017238,ABD,3,1:1:1,1:1:1,TraesCS3A01G447100,TraesCS3B01G482700,TraesCS3D01G439800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
2690,OG0017228,ABD,7,1:1:1,1:1:1,TraesCS7A01G272700,TraesCS7B01G170700,TraesCS7D01G272800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
2693,OG0017267,ABD,7,1:1:1,1:1:1,TraesCS7A01G148700,TraesCS7B01G052300,TraesCS7D01G150300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
2701,OG0017311,ABD,1,1:1:1,1:1:1,TraesCS1A01G043000,TraesCS1B01G056100,TraesCS1D01G043500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
