assembly	chromosome	start	end	block_no	chr_length	merged_block
arina	chr7A	66446673	69619821	7217	736706236	20
arina	chr7A	67578007	71146235	7366	736706236	200
arina	chr7A	90476408	95807242	7495	736706236	1017
arina	chr7A	94186617	515227559	7217	736706236	20
arina	chr7A	121558046	139101158	7470	736706236	20
arina	chr7A	125277379	138352449	7496	736706236	20
arina	chr7A	126999546	139101158	7445	736706236	20
arina	chr7A	146677500	151383226	7373	736706236	20
arina	chr7A	146677500	159731131	7221	736706236	20
arina	chr7A	146677500	159731131	7224	736706236	20
arina	chr7A	146677500	159731131	7238	736706236	20
arina	chr7A	149302902	157403342	7497	736706236	20
arina	chr7A	157595879	164182122	7497	736706236	20
arina	chr7A	169397681	171949917	7479	736706236	20
arina	chr7A	171535157	177326851	7479	736706236	20
arina	chr7A	171535157	227086922	7238	736706236	20
arina	chr7A	171535157	356372698	7224	736706236	20
arina	chr7A	171535157	444986352	7221	736706236	20
arina	chr7A	172233699	178002261	7498	736706236	20
arina	chr7A	182384453	189438854	7499	736706236	20
arina	chr7A	182561465	189438854	7480	736706236	20
arina	chr7A	191170603	205488974	7313	736706236	20
arina	chr7A	229140777	237509048	7500	736706236	20
arina	chr7A	232280215	261881167	7272	736706236	20
arina	chr7A	235480958	243366967	7460	736706236	20
arina	chr7A	237949446	247663602	7501	736706236	20
arina	chr7A	251474909	377981324	7502	736706236	20
arina	chr7A	262138777	266590204	7367	736706236	20
arina	chr7A	262138777	271823030	7335	736706236	20
arina	chr7A	338625175	342305838	7374	736706236	20
arina	chr7A	352675421	356372698	7368	736706236	20
arina	chr7A	352675421	356372698	7379	736706236	20
arina	chr7A	359048874	360616895	7375	736706236	20
arina	chr7A	370540636	444986352	7236	736706236	20
arina	chr7A	380282885	384431657	7376	736706236	20
arina	chr7A	385427040	388779039	7369	736706236	20
arina	chr7A	392913030	415463099	7503	736706236	20
arina	chr7A	430490995	440357355	7334	736706236	20
arina	chr7A	520832218	539449708	7292	736706236	576
arina	chr7A	539543850	558404184	7293	736706236	132
arina	chr7A	543339785	573128615	7270	736706236	132
arina	chr7A	543339785	573128615	7271	736706236	132
arina	chr7A	548561840	573128615	7283	736706236	132
arina	chr7A	548561840	639884582	7231	736706236	166
arina	chr7A	556324946	583207482	7475	736706236	132
arina	chr7A	558646526	573128615	7315	736706236	132
arina	chr7A	583870804	588752266	7377	736706236	166
arina	chr7A	628837892	634940930	7477	736706236	166
arina	chr7A	640444391	664475121	7281	736706236	380
arina	chr7A	640444391	674300978	7264	736706236	380
arina	chr7A	644856354	659429802	7308	736706236	132
arina	chr7A	644856354	664475121	7294	736706236	380
arina	chr7A	664603102	669294159	7380	736706236	380
arina	chr7A	690868974	692049828	7312	736706236	697
arina	chr7A	690868974	692049828	7314	736706236	696
arina	chr7A	690868974	692049828	7282	736706236	468
arina	chr7A	690868974	701150075	7469	736706236	767
arina	chr7A	693397747	706345848	7314	736706236	696
arina	chr7A	693397747	706345848	7312	736706236	697
arina	chr7A	693397747	717602688	7282	736706236	468
arina	chr7A	696622151	701314665	7365	736706236	468
arina	chr7A	707618765	713107195	7506	736706236	468
arina	chr7A	727123390	729942300	7370	736706236	888
arina	chr7A	727123390	729942300	7381	736706236	888
arina	chr7B	43388	51239	7833	750620385	1323
arina	chr7B	43388	51239	7828	750620385	1323
arina	chr7B	195766510	195770756	7862	750620385	81
arina	chr7B	234905446	241563864	7825	750620385	81
arina	chr7B	235456831	241563864	7829	750620385	81
arina	chr7B	287117022	326397338	8059	750620385	50
arina	chr7B	287117022	326397338	7801	750620385	57
arina	chr7B	298614159	326397338	7805	750620385	101
arina	chr7B	300327995	300330378	7810	750620385	50
arina	chr7B	321336766	326397338	7807	750620385	100
arina	chr7B	337922310	536682726	7807	750620385	100
arina	chr7B	337922310	536682726	7805	750620385	101
arina	chr7B	337922310	609299604	7801	750620385	57
arina	chr7B	337922310	615796836	8059	750620385	50
arina	chr7B	397164987	461247550	7816	750620385	50
arina	chr7B	524886695	535826161	8084	750620385	50
arina	chr7B	589148513	608194608	8050	750620385	50
arina	chr7B	632793597	658415361	8060	750620385	399
arina	chr7B	639807763	648139633	7849	750620385	337
arina	chr7B	658622397	663102846	8060	750620385	399
arina	chr7D	28884051	34375794	8207	638686055	1075
arina	chr7D	34444801	38184757	8201	638686055	1283
arina	chr7D	79227633	83869028	8188	638686055	829
arina	chr7D	92632406	99466375	8325	638686055	989
arina	chr7D	146629388	151826042	8306	638686055	454
arina	chr7D	146629388	152098990	8313	638686055	1082
arina	chr7D	183719091	198018725	8154	638686055	555
arina	chr7D	183719091	198018725	8157	638686055	555
arina	chr7D	183719091	203046444	8142	638686055	555
arina	chr7D	234803313	247327389	8307	638686055	709
arina	chr7D	241880905	249485834	8318	638686055	936
arina	chr7D	264076859	291522035	8298	638686055	53
arina	chr7D	264311913	291522035	8346	638686055	53
arina	chr7D	268547208	299595210	8125	638686055	53
arina	chr7D	268547208	305135219	8121	638686055	53
arina	chr7D	273831392	277750287	8199	638686055	53
arina	chr7D	296513762	318858645	8308	638686055	53
arina	chr7D	299152750	317430360	8141	638686055	53
arina	chr7D	333686222	348131518	8155	638686055	53
arina	chr7D	333686222	368567356	8126	638686055	53
arina	chr7D	358718564	388130893	8131	638686055	53
arina	chr7D	362374724	375402823	8319	638686055	53
arina	chr7D	378843819	383318054	8200	638686055	53
arina	chr7D	383896583	388130893	8203	638686055	53
arina	chr7D	383973912	417035819	8299	638686055	386
arina	chr7D	386499272	417035819	8309	638686055	386
arina	chr7D	388126510	393950369	8347	638686055	53
arina	chr7D	425433297	436479877	8320	638686055	740
arina	chr7D	440592742	447069510	8321	638686055	1011
arina	chr7D	477641654	482134519	8205	638686055	171
arina	chr7D	477641654	482134519	8204	638686055	171
arina	chr7D	487737945	493571862	8340	638686055	620
arina	chr7D	504249649	511189785	8316	638686055	171
arina	chr7D	504249649	511327432	8333	638686055	171
arina	chr7D	504249649	512280398	8322	638686055	171
arina	chr7D	506095845	517555822	8330	638686055	171
arina	chr7D	507847500	547458296	8120	638686055	171
arina	chr7D	515405791	522514766	8302	638686055	171
arina	chr7D	527706644	547458296	8143	638686055	171
arina	chr7D	532604764	542096528	8160	638686055	171
arina	chr7D	532604764	547458296	8156	638686055	171
arina	chr7D	542825981	547458296	8206	638686055	171
arina	chr7D	579362406	585599844	8310	638686055	1022
arina	chr7D	597467227	602848821	8198	638686055	540
arina	chr7D	597467227	617198904	8144	638686055	540
arina	chr7D	602898083	607615127	8202	638686055	540
arina	chr7D	619874929	626680056	8349	638686055	794
arina	chr7D	619874929	626683767	8323	638686055	794
cadenza	chr1A	12207569	16934477	154	594102056	254
cadenza	chr1A	15324612	59616276	38	594102056	292
cadenza	chr1A	16388445	33374973	259	594102056	254
cadenza	chr1A	36259371	41759420	421	594102056	254
cadenza	chr1A	36259371	42220780	370	594102056	292
cadenza	chr1A	42695416	57405834	260	594102056	292
cadenza	chr1A	45498142	64897525	66	594102056	89
cadenza	chr1A	45498142	74745508	51	594102056	417
cadenza	chr1A	68450747	87211613	262	594102056	89
cadenza	chr1A	71059897	92581344	423	594102056	89
cadenza	chr1A	90162001	96473287	263	594102056	89
cadenza	chr1A	213902550	217613638	114	594102056	1287
cadenza	chr1A	293707856	432987608	21	594102056	133
cadenza	chr1A	295584873	301775767	424	594102056	133
cadenza	chr1A	321875570	351886581	52	594102056	14
cadenza	chr1A	322572275	367438082	36	594102056	14
cadenza	chr1A	323642134	358179493	48	594102056	14
cadenza	chr1A	330082865	344294613	77	594102056	14
cadenza	chr1A	331517066	339484492	425	594102056	14
cadenza	chr1A	333134461	342598198	92	594102056	14
cadenza	chr1A	341867721	348851728	266	594102056	14
cadenza	chr1A	341867721	348851728	426	594102056	14
cadenza	chr1A	375466022	379617282	131	594102056	133
cadenza	chr1A	388486176	434047173	37	594102056	14
cadenza	chr1A	390708277	408493891	427	594102056	14
cadenza	chr1A	394532819	408493891	267	594102056	14
cadenza	chr1A	394587930	406156119	243	594102056	14
cadenza	chr1A	400955575	440891002	45	594102056	14
cadenza	chr1A	403023006	407335966	121	594102056	14
cadenza	chr1A	405514152	410157058	138	594102056	14
cadenza	chr1A	437227745	441245178	139	594102056	14
cadenza	chr1A	449665161	493284396	428	594102056	300
cadenza	chr1A	494391592	503381405	85	594102056	875
cadenza	chr1A	508332796	545001519	264	594102056	351
cadenza	chr1A	519848872	524410079	147	594102056	351
cadenza	chr1A	539329708	544434582	122	594102056	351
cadenza	chr1A	558148139	563684009	372	594102056	379
cadenza	chr1A	560837363	565422889	155	594102056	599
cadenza	chr1A	570225504	592329619	265	594102056	490
cadenza	chr1A	574331573	590250714	429	594102056	490
cadenza	chr1B	9281178	18686793	731	689851870	851
cadenza	chr1B	36265891	50400166	522	689851870	48
cadenza	chr1B	37568904	51323911	525	689851870	48
cadenza	chr1B	58705083	74250626	520	689851870	175
cadenza	chr1B	63188111	101591951	498	689851870	338
cadenza	chr1B	623688073	655278438	732	689851870	395
cadenza	chr1B	628994638	639005220	541	689851870	395
cadenza	chr1B	645530697	654029924	729	689851870	260
cadenza	chr1B	648444810	656102030	726	689851870	933
cadenza	chr1B	667619947	672481454	575	689851870	786
cadenza	chr1D	72507	5348712	905	495453186	495
cadenza	chr1D	72507	15512064	851	495453186	609
cadenza	chr1D	111463	21832490	840	495453186	495
cadenza	chr1D	6135823	12303935	1113	495453186	495
cadenza	chr1D	12525180	26256882	1109	495453186	681
cadenza	chr1D	41156179	44651988	923	495453186	26
cadenza	chr1D	58513040	206101382	822	495453186	125
cadenza	chr1D	116945495	137969694	1123	495453186	49
cadenza	chr1D	125822444	128675978	906	495453186	49
cadenza	chr1D	126471856	146492435	838	495453186	67
cadenza	chr1D	171162195	174818991	898	495453186	26
cadenza	chr1D	171162195	174818991	928	495453186	26
cadenza	chr1D	216715173	251315374	830	495453186	372
cadenza	chr1D	226445205	230675583	930	495453186	372
cadenza	chr1D	279521895	286754478	1102	495453186	967
cadenza	chr1D	356859352	361358858	938	495453186	49
cadenza	chr1D	381965887	436655228	827	495453186	243
cadenza	chr1D	388024542	394185648	1110	495453186	243
cadenza	chr1D	388024542	397082358	1071	495453186	243
cadenza	chr1D	388603565	390687195	907	495453186	243
cadenza	chr1D	394451608	396335816	907	495453186	243
cadenza	chr1D	395558411	415300384	1111	495453186	243
cadenza	chr1D	400777155	436197416	832	495453186	243
cadenza	chr1D	407669695	417577156	871	495453186	243
cadenza	chr1D	420237698	433814249	1088	495453186	243
cadenza	chr1D	423597891	427948834	913	495453186	243
cadenza	chr1D	423881990	436087356	1112	495453186	243
cadenza	chr1D	425299621	435265810	1106	495453186	243
cadenza	chr1D	433060469	438274337	901	495453186	519
cadenza	chr1D	439215320	444366699	1114	495453186	1120
cadenza	chr1D	445189997	450111428	893	495453186	1165
cadenza	chr1D	452346576	460744120	1116	495453186	906
cadenza	chr1D	468720952	473763557	914	495453186	1131
cadenza	chr1D	482833512	495424774	853	495453186	707
cadenza	chr2A	10596264	16876564	1423	780798557	755
cadenza	chr2A	14676530	19652506	1366	780798557	755
cadenza	chr2A	34321456	39356335	1424	780798557	1134
cadenza	chr2A	51936863	56107813	1349	780798557	374
cadenza	chr2A	56106609	449281556	1426	780798557	28
cadenza	chr2A	64011627	68506203	1376	780798557	28
cadenza	chr2A	100824741	105638947	1386	780798557	28
cadenza	chr2A	118441677	136087391	1415	780798557	28
cadenza	chr2A	118667616	123552707	1367	780798557	28
cadenza	chr2A	120098452	160933643	1278	780798557	28
cadenza	chr2A	121590321	125958363	1377	780798557	28
cadenza	chr2A	148156534	162292945	1421	780798557	28
cadenza	chr2A	456481137	614385129	1427	780798557	116
cadenza	chr2A	562508017	582642714	1296	780798557	4
cadenza	chr2A	613688405	671712828	1269	780798557	231
cadenza	chr2A	679276184	684271584	1337	780798557	1143
cadenza	chr2A	703282420	716999743	1308	780798557	233
cadenza	chr2B	9843	811158	1753	801256715	496
cadenza	chr2B	9843	811158	1720	801256715	496
cadenza	chr2B	9843	21663647	1666	801256715	496
cadenza	chr2B	6376660	11090064	1753	801256715	496
cadenza	chr2B	6405829	11090064	1720	801256715	496
cadenza	chr2B	39179093	77171083	1920	801256715	205
cadenza	chr2B	39303538	77166979	1946	801256715	205
cadenza	chr2B	64987460	74252163	1712	801256715	205
cadenza	chr2B	66355686	76107515	1704	801256715	205
cadenza	chr2B	70795643	109936554	1644	801256715	331
cadenza	chr2B	74246457	80538576	1933	801256715	215
cadenza	chr2B	89303227	98818953	1686	801256715	215
cadenza	chr2B	90397033	101440934	1782	801256715	215
cadenza	chr2B	245297763	441480496	1623	801256715	55
cadenza	chr2B	248095611	485046170	1619	801256715	58
cadenza	chr2B	248458450	477575685	1919	801256715	58
cadenza	chr2B	249207543	462302539	1622	801256715	58
cadenza	chr2B	249457969	262808224	1947	801256715	55
cadenza	chr2B	482338244	746325173	1921	801256715	64
cadenza	chr2B	536615921	539812379	1732	801256715	64
cadenza	chr2B	625238607	629816774	1733	801256715	64
cadenza	chr2B	625541726	630155388	1721	801256715	64
cadenza	chr2B	687468931	693305760	1760	801256715	64
cadenza	chr2B	714467418	723963618	1713	801256715	64
cadenza	chr2B	768289431	774566432	1734	801256715	706
cadenza	chr2B	790439835	795988821	1711	801256715	1072
cadenza	chr2B	799250811	801255821	1711	801256715	1072
cadenza	chr2D	31254	3790417	2084	651852609	1285
cadenza	chr2D	2510738	87760966	2191	651852609	176
cadenza	chr2D	34891820	39610200	2094	651852609	176
cadenza	chr2D	36751113	46587253	2063	651852609	176
cadenza	chr2D	43252940	48037269	2116	651852609	176
cadenza	chr2D	43964090	83137110	2361	651852609	176
cadenza	chr2D	85775937	303515228	2195	651852609	86
cadenza	chr2D	134638904	142064614	2142	651852609	86
cadenza	chr2D	134638904	143118040	2362	651852609	86
cadenza	chr2D	390703147	579742062	2192	651852609	105
cadenza	chr2D	391113616	425746371	1994	651852609	105
cadenza	chr2D	398692366	477436312	2196	651852609	105
cadenza	chr2D	403465511	413354590	2043	651852609	105
cadenza	chr2D	404037833	413957843	2048	651852609	105
cadenza	chr2D	434354623	438707746	2095	651852609	105
cadenza	chr2D	461301196	506524899	1984	651852609	105
cadenza	chr2D	471895119	516832201	1980	651852609	105
cadenza	chr2D	480770565	488364514	2363	651852609	105
cadenza	chr2D	489574417	496340520	2364	651852609	105
cadenza	chr2D	492508384	496639824	2117	651852609	105
cadenza	chr2D	497922168	506784989	2365	651852609	105
cadenza	chr2D	518169080	523627503	2205	651852609	105
cadenza	chr2D	546447375	556373747	2067	651852609	105
cadenza	chr2D	546683844	556366697	2049	651852609	105
cadenza	chr2D	572072801	576206685	2137	651852609	105
cadenza	chr2D	590081030	611212984	2005	651852609	184
cadenza	chr2D	598733638	610931608	2032	651852609	184
cadenza	chr2D	603923302	613348846	2367	651852609	184
cadenza	chr2D	608477275	613002443	2138	651852609	184
cadenza	chr2D	608771752	613819816	2069	651852609	184
cadenza	chr2D	646028111	649377298	2118	651852609	887
cadenza	chr2D	650651007	651824161	2118	651852609	887
cadenza	chr3A	41683	8296275	2627	750843639	913
cadenza	chr3A	84561	8687101	2560	750843639	680
cadenza	chr3A	8163475	13155750	2551	750843639	1144
cadenza	chr3A	15451497	20844493	2649	750843639	335
cadenza	chr3A	15477245	20952678	2605	750843639	1079
cadenza	chr3A	15567126	20844493	2623	750843639	335
cadenza	chr3A	16009089	20837048	2729	750843639	335
cadenza	chr3A	26578823	32642710	2724	750843639	1033
cadenza	chr3A	38267613	556361160	2725	750843639	9
cadenza	chr3A	38991932	48663771	2509	750843639	9
cadenza	chr3A	39574301	45086227	2573	750843639	9
cadenza	chr3A	41953819	486930086	2421	750843639	9
cadenza	chr3A	42440347	52732130	2535	750843639	9
cadenza	chr3A	48663110	57960372	2528	750843639	9
cadenza	chr3A	61213997	583246062	2419	750843639	8
cadenza	chr3A	63065555	117836588	2448	750843639	8
cadenza	chr3A	107863262	113922749	2423	750843639	8
cadenza	chr3A	108918715	114426191	2682	750843639	8
cadenza	chr3A	118546170	429674954	2423	750843639	8
cadenza	chr3A	359075275	423485298	2683	750843639	8
cadenza	chr3A	429615380	439460642	2684	750843639	8
cadenza	chr3A	435774251	545155757	2434	750843639	8
cadenza	chr3A	456409469	500996006	2454	750843639	8
cadenza	chr3A	516119133	545155757	2452	750843639	8
cadenza	chr3A	542253250	555701657	2421	750843639	9
cadenza	chr3A	545257497	555701657	2448	750843639	8
cadenza	chr3A	556260455	583246062	2434	750843639	8
cadenza	chr3A	556260455	583246062	2452	750843639	8
cadenza	chr3A	563385925	567566204	2552	750843639	8
cadenza	chr3A	576603817	581395620	2553	750843639	8
cadenza	chr3A	588833048	595934645	2726	750843639	974
cadenza	chr3A	598542671	628307976	2472	750843639	409
cadenza	chr3A	601345021	664686485	2727	750843639	213
cadenza	chr3A	614124887	623616746	2518	750843639	213
cadenza	chr3A	694988955	746189213	2728	750843639	253
cadenza	chr3B	5580174	7614877	2971	830829764	388
cadenza	chr3B	6945399	14330814	2922	830829764	388
cadenza	chr3B	6945399	15167103	2925	830829764	388
cadenza	chr3B	28606392	428199271	3181	830829764	24
cadenza	chr3B	54326282	58008330	2990	830829764	24
cadenza	chr3B	55126407	59536007	2998	830829764	24
cadenza	chr3B	152834816	162859842	2926	830829764	24
cadenza	chr3B	155018167	330587760	3162	830829764	24
